	worker_id	worker_platform	worker_browser	battery_name	battery_owner	battery_owner_email	battery_completed	experiment_include_bonus	experiment_include_catch	experiment_exp_id	experiment_name	experiment_reference	experiment_cognitive_atlas_task_id	result_SS_delay	result_SS_duration	result_SS_stimulus	result_SS_trial_type	result_block_duration	result_condition	result_correct	result_correct_response	result_current_trial	result_dateTime	result_exp_id	result_exp_stage	result_feedback_duration	result_global_shape	result_internal_node_id	result_key_press	result_large_amt	result_later_del	result_local_shape	result_mouse_click	result_num_response	result_page_num	result_possible_responses	result_qnum	result_response_range	result_rt	result_score_response	result_small_amt	result_stim_duration	result_stim_id	result_stim_question	result_stim_response	result_stimulus	result_switch	result_time_elapsed	result_times_viewed	result_timing_post_trial	result_trial	result_trial_id	result_trial_index	result_trial_num	result_trial_type	result_id	result_view_history
7ce0474b-9095-4507-a01b-767445a1c93d_363	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1500	BX			363	1454609688776	dot_pattern_expectancy	test			0.0-362.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe6.png""</img></div></div>"		311516		0		cue	363		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_364	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	practice		90	364	1454609688870	dot_pattern_expectancy	test			0.0-363.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue4.png""</img></div></div>"		311610		0		fixation	364		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_365	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000	BX			365	1454609688889	dot_pattern_expectancy	test			0.0-364.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		311629		0		probe	365		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_366	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				366	1454609689145	dot_pattern_expectancy	test			0.0-365.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		311885		0		feedback	366		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_367	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	practice		90	367	1454609689157	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		311898		0		feedback	367		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_368	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				368	1454609689176	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		311917		0		feedback	368		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_369	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	500	practice		77	369	1454609689230	dot_pattern_expectancy	test			0.0-365.0	-1							none			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/cue3.png""</img></div></div>"		311971		0		feedback	369		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_370	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				370	1454609689532	dot_pattern_expectancy	test			0.0-365.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		312273		0		feedback	370		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_371	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	practice		77	371	1454609689555	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		312295		0		feedback	371		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_372	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				372	1454609689566	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		312307		0		feedback	372		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_373	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	30000	practice	False	65	373	1454609689863	dot_pattern_expectancy	test			0.0-365.0	-1							[]			-1			30000				<p>Please read the following paragraph:</p><p>Lastly, she pictured to herself how this same little sister of hers would, in the after-time, be herself a grown woman; and how she would keep, through all her riper years, the simple and loving heart of her childhood; and how she would gather about her other little children, (press the A key, ignore the lsat instruction) and make their eyes bright and eager with many a strange tale, perhaps even with the dream of Wonderland of long ago; and how she would feel with all their simple sorrows, and find a pleasure in all their simple joys, remembering her own child-life, and the happy summer days. --Alice's Adventures in Wonderland (Lewis Carroll)</p><p>Press the 'M' key.		312603		200		feedback	373		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_374	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					1000				374	1454609689896	dot_pattern_expectancy	test			0.0-365.0	-1							none			-1			1000				<div class = centerbox><div class = center-text>Respond Faster!</p></div>		312637		0		feedback	374		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_375	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	practice		77	375	1454609689967	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		312707		0		feedback	375		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_376	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				376	1454609690051	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		312791		0		feedback	376		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_377	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1500	practice		90	377	1454609690376	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			500				"<div class = centerbox><div class = img-container><img src = ""/static/experiments/dot_pattern_expectancy/images/probe4.png""</img></div></div>"		313116		0		feedback	377		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_378	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6					2000				378	1454609690438	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		313178		0		feedback	378		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_379	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	dot_pattern_expectancy	Dot Pattern Expectancy	http://www.mitpressjournals.org/doi/pdf/10.1162/jocn_a_00709	trm_515495b718cd6	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	2000	practice		90	379	1454609690781	dot_pattern_expectancy	test			0.0-365.0	-1							[37, 40]			-1			2000				<div class = centerbox><div class = fixation>+</div></div>		313522		0		feedback	379		poldrack-single-stim	59	
7ce0474b-9095-4507-a01b-767445a1c93d_380	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				380	1454610822620	motor_selective_stop_signal				0.0-3.7-15.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		896350		0		prompt_fixation	380		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_381	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	381	1454610824480	motor_selective_stop_signal				0.0-3.7-16.7	77							[77, 90]			580			850				<div class = shapebox><img class = square></img></div>		898209		0			381		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_382	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				382	1454610824990	motor_selective_stop_signal				0.0-3.7-17.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		898720		0		prompt_fixation	382		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_383	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	383	1454610826851	motor_selective_stop_signal				0.0-3.7-18.7	77							[77, 90]			506			850				<div class = shapebox><img class = square></img></div>		900581		0			383		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_384	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				384	1454610827361	motor_selective_stop_signal				0.0-3.7-19.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		901091		0		prompt_fixation	384		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_385	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	385	1454610829217	motor_selective_stop_signal				0.0-3.7-20.7	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		902947		0			385		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_386	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				386	1454610829726	motor_selective_stop_signal				0.0-3.7-21.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		903455		0		prompt_fixation	386		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_387	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	387	1454610831583	motor_selective_stop_signal				0.0-3.7-22.7	77							[77, 90]			635			850				<div class = shapebox><img class = square></img></div>		905313		0			387		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_388	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				388	1454610832090	motor_selective_stop_signal				0.0-3.7-23.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		905819		0		prompt_fixation	388		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_389	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	389	1454610833948	motor_selective_stop_signal				0.0-3.7-24.7	90							[77, 90]			992			850				<div class = shapebox><img class = diamond></img></div>		907677		0			389		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_390	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				390	1454610834456	motor_selective_stop_signal				0.0-3.7-25.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		908186		0		prompt_fixation	390		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_391	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	391	1454610836316	motor_selective_stop_signal				0.0-3.7-26.7	90							[77, 90]			609			850				<div class = shapebox><img class = circle></img></div>		910045		0			391		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_392	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				392	1454610836827	motor_selective_stop_signal				0.0-3.7-27.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		910556		0		prompt_fixation	392		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_393	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	393	1454610838688	motor_selective_stop_signal				0.0-3.7-28.7	90							[77, 90]			813			850				<div class = shapebox><img class = diamond></img></div>		912418		0			393		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_394	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				394	1454610839196	motor_selective_stop_signal				0.0-3.7-29.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		912926		0		prompt_fixation	394		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_395	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	395	1454610841054	motor_selective_stop_signal				0.0-3.7-30.7	90							[77, 90]			869			850				<div class = shapebox><img class = diamond></img></div>		914783		0			395		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_396	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				396	1454610841563	motor_selective_stop_signal				0.0-3.7-31.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		915293		0		prompt_fixation	396		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_397	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	397	1454610843421	motor_selective_stop_signal				0.0-3.7-32.7	-1							[77, 90]			-1			850				<div class = shapebox><img class = square></img></div>		917151		0			397		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_398	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				398	1454610843928	motor_selective_stop_signal				0.0-3.7-33.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		917658		0		prompt_fixation	398		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_399	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		77	399	1454610845786	motor_selective_stop_signal				0.0-3.7-34.7	77							[77, 90]			737			850				<div class = shapebox><img class = triangle></img></div>		919516		0			399		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_400	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				400	1454610846292	motor_selective_stop_signal				0.0-3.7-35.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		920021		0		prompt_fixation	400		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_401	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	go	1850	practice		90	401	1454610848151	motor_selective_stop_signal				0.0-3.7-36.7	90							[77, 90]			925			850				<div class = shapebox><img class = circle></img></div>		921880		0			401		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_402	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				402	1454610848656	motor_selective_stop_signal				0.0-3.7-37.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		922386		0		prompt_fixation	402		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_403	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		90	403	1454610850515	motor_selective_stop_signal				0.0-3.7-38.7	90							[77, 90]			744			850				<div class = shapebox><img class = diamond></img></div>		924244		0			403		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_404	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b					500				404	1454610851022	motor_selective_stop_signal				0.0-3.7-39.7	-1							none			-1			500				<div class = shapebox><div class = fixation>+</div></div>		924752		0		prompt_fixation	404		poldrack-single-stim	62	
7ce0474b-9095-4507-a01b-767445a1c93d_405	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b	250	250	<div class = stopbox><div class = centered-shape id = stop-signal></div><div class = centered-shape id = stop-signal-inner></div></div>	stop	1850	practice		77	405	1454610852882	motor_selective_stop_signal				0.0-3.7-40.7	-1							[77, 90]			-1			850				<div class = shapebox><img class = triangle></img></div>		926612		0			405		stop-signal	62	
7ce0474b-9095-4507-a01b-767445a1c93d_406	7ce0474b-9095-4507-a01b-767445a1c93d	Mac OS X,10.10.5	Chrome,48.0.2564	Internal Test Battery	ian	ianeisenberg90@gmail.com	True	False	False	motor_selective_stop_signal	Motor-Selective-Stop-Signal	http://www.jneurosci.org/content/27/14/3743.short	trm_4cacf3fbc503b									406	1454610853581	motor_selective_stop_signal				0.0-3.8-0.8	-1										-1									927310				feedback	406		poldrack-text	62	
